state,county,candidate,party,votes
Arkansas,Benton County,Rocky De La Fuente,ALI,149
Arkansas,Benton County,Don Blankenship,CST,115
Arkansas,Benton County,Phil Collins,PRO,114
Arkansas,Benton County,Gloria La Riva,PSL,103
Arkansas,Benton County,Connie Gammon,IND,102
Arkansas,Benton County,John Richard Myers,LLP,90
Arkansas,Nevada County,Donald Trump,REP,2133
Arkansas,Nevada County,Joe Biden,DEM,1076
Arkansas,Nevada County,Don Blankenship,CST,46
Arkansas,Nevada County,Phil Collins,PRO,29
Arkansas,Nevada County,Howie Hawkins,GRN,26
Arkansas,Nevada County,John Richard Myers,LLP,14
Arkansas,Nevada County,Rocky De La Fuente,ALI,8
Arkansas,Nevada County,Jo Jorgensen,LIB,8
Arkansas,Nevada County,Brock Pierce,IND,7
Arkansas,Nevada County,Kanye West,IND,5
Arkansas,Nevada County,Brian Carroll,ASP,3
Arkansas,Nevada County,Gloria La Riva,PSL,3
Arkansas,Nevada County,Connie Gammon,IND,0
Arkansas,Newton County,Donald Trump,REP,3192
Arkansas,Newton County,Joe Biden,DEM,709
Arkansas,Newton County,Jo Jorgensen,LIB,23
Arkansas,Newton County,Don Blankenship,CST,15
Arkansas,Newton County,Kanye West,IND,13
Arkansas,Newton County,Howie Hawkins,GRN,11
Arkansas,Newton County,Brock Pierce,IND,9
Arkansas,Newton County,Rocky De La Fuente,ALI,8
Arkansas,Newton County,Connie Gammon,IND,8
Arkansas,Newton County,Brian Carroll,ASP,4
Arkansas,Newton County,Phil Collins,PRO,4
Arkansas,Newton County,John Richard Myers,LLP,2
Arkansas,Newton County,Gloria La Riva,PSL,0
Arkansas,Ouachita County,Donald Trump,REP,5253
Arkansas,Ouachita County,Joe Biden,DEM,3395
Arkansas,Ouachita County,Jo Jorgensen,LIB,83
Arkansas,Ouachita County,Howie Hawkins,GRN,60
Arkansas,Ouachita County,Phil Collins,PRO,50
Arkansas,Ouachita County,Kanye West,IND,38
Arkansas,Ouachita County,Brock Pierce,IND,31
Arkansas,Ouachita County,John Richard Myers,LLP,29
Arkansas,Ouachita County,Brian Carroll,ASP,13
Arkansas,Ouachita County,Gloria La Riva,PSL,13
Arkansas,Ouachita County,Rocky De La Fuente,ALI,11
Arkansas,Ouachita County,Connie Gammon,IND,9
Arkansas,Ouachita County,Don Blankenship,CST,8
Arkansas,Perry County,Donald Trump,REP,3466
Arkansas,Perry County,Joe Biden,DEM,1005
Arkansas,Perry County,Jo Jorgensen,LIB,35
Arkansas,Perry County,Kanye West,IND,26
Arkansas,Perry County,Howie Hawkins,GRN,20
Arkansas,Perry County,Connie Gammon,IND,14
Arkansas,Perry County,Don Blankenship,CST,12
Arkansas,Perry County,Brian Carroll,ASP,10
Arkansas,Perry County,Rocky De La Fuente,ALI,8
Arkansas,Perry County,Gloria La Riva,PSL,4
Arkansas,Perry County,John Richard Myers,LLP,3
Arkansas,Perry County,Phil Collins,PRO,2
Arkansas,Perry County,Brock Pierce,IND,2
Arkansas,Phillips County,Joe Biden,DEM,3561
Arkansas,Phillips County,Donald Trump,REP,2393
Arkansas,Phillips County,Phil Collins,PRO,47
Arkansas,Phillips County,Kanye West,IND,44
Arkansas,Phillips County,Don Blankenship,CST,23
Arkansas,Phillips County,Howie Hawkins,GRN,16
Arkansas,Phillips County,Jo Jorgensen,LIB,15
Arkansas,Phillips County,Gloria La Riva,PSL,14
Arkansas,Phillips County,John Richard Myers,LLP,13
Arkansas,Phillips County,Connie Gammon,IND,10
Arkansas,Phillips County,Brock Pierce,IND,10
Arkansas,Phillips County,Brian Carroll,ASP,5
Arkansas,Phillips County,Rocky De La Fuente,ALI,4
Arkansas,Pike County,Donald Trump,REP,3514
Arkansas,Pike County,Joe Biden,DEM,643
Arkansas,Pike County,Jo Jorgensen,LIB,41
Arkansas,Pike County,Kanye West,IND,12
Arkansas,Pike County,John Richard Myers,LLP,6
Arkansas,Pike County,Don Blankenship,CST,4
Arkansas,Pike County,Brian Carroll,ASP,4
Arkansas,Pike County,Howie Hawkins,GRN,4
Arkansas,Pike County,Brock Pierce,IND,4
Arkansas,Pike County,Rocky De La Fuente,ALI,3
Arkansas,Pike County,Connie Gammon,IND,3
Arkansas,Pike County,Phil Collins,PRO,2
Arkansas,Pike County,Gloria La Riva,PSL,0
Arkansas,Poinsett County,Donald Trump,REP,5852
Arkansas,Poinsett County,Joe Biden,DEM,1388
Arkansas,Poinsett County,Jo Jorgensen,LIB,39
Arkansas,Poinsett County,Don Blankenship,CST,38
Arkansas,Poinsett County,Rocky De La Fuente,ALI,21
Arkansas,Poinsett County,Brock Pierce,IND,18
Arkansas,Poinsett County,Brian Carroll,ASP,14
Arkansas,Poinsett County,John Richard Myers,LLP,11
Arkansas,Poinsett County,Howie Hawkins,GRN,10
Arkansas,Poinsett County,Kanye West,IND,10
Arkansas,Poinsett County,Phil Collins,PRO,9
Arkansas,Poinsett County,Connie Gammon,IND,6
Arkansas,Poinsett County,Gloria La Riva,PSL,2
Arkansas,Polk County,Donald Trump,REP,7018
Arkansas,Polk County,Joe Biden,DEM,1242
Arkansas,Polk County,Jo Jorgensen,LIB,82
Arkansas,Polk County,Phil Collins,PRO,28
Arkansas,Polk County,Don Blankenship,CST,23
Arkansas,Polk County,Kanye West,IND,23
Arkansas,Polk County,Connie Gammon,IND,14
Arkansas,Polk County,Howie Hawkins,GRN,10
Arkansas,Polk County,Brian Carroll,ASP,8
Arkansas,Polk County,Rocky De La Fuente,ALI,8
Arkansas,Polk County,Gloria La Riva,PSL,4
Arkansas,Polk County,John Richard Myers,LLP,4
Arkansas,Polk County,Brock Pierce,IND,4
Arkansas,Pope County,Donald Trump,REP,18041
Arkansas,Pope County,Joe Biden,DEM,5747
Arkansas,Pope County,Jo Jorgensen,LIB,240
Arkansas,Pope County,Kanye West,IND,74
Arkansas,Pope County,Howie Hawkins,GRN,54
Arkansas,Pope County,Phil Collins,PRO,51
Arkansas,Pope County,Brian Carroll,ASP,37
Arkansas,Pope County,Gloria La Riva,PSL,25
Arkansas,Pope County,Don Blankenship,CST,23
Arkansas,Pope County,Brock Pierce,IND,21
Arkansas,Pope County,Rocky De La Fuente,ALI,20
Arkansas,Pope County,Connie Gammon,IND,18
Arkansas,Pope County,John Richard Myers,LLP,16
Arkansas,Prairie County,Donald Trump,REP,2764
Arkansas,Prairie County,Joe Biden,DEM,646
Arkansas,Prairie County,Jo Jorgensen,LIB,16
Arkansas,Prairie County,Brock Pierce,IND,11
Arkansas,Prairie County,Kanye West,IND,8
Arkansas,Prairie County,Don Blankenship,CST,5
Arkansas,Prairie County,Phil Collins,PRO,3
Arkansas,Prairie County,Rocky De La Fuente,ALI,3
Arkansas,Prairie County,Howie Hawkins,GRN,3
Arkansas,Prairie County,Connie Gammon,IND,3
Arkansas,Prairie County,Brian Carroll,ASP,2
Arkansas,Prairie County,John Richard Myers,LLP,1
Arkansas,Prairie County,Gloria La Riva,PSL,0
Arkansas,Boone County,Donald Trump,REP,13644
Arkansas,Boone County,Joe Biden,DEM,3061
Arkansas,Boone County,Jo Jorgensen,LIB,153
Arkansas,Boone County,Howie Hawkins,GRN,55
Arkansas,Boone County,Kanye West,IND,39
Arkansas,Boone County,Brian Carroll,ASP,37
Arkansas,Boone County,Phil Collins,PRO,22
Arkansas,Boone County,Connie Gammon,IND,21
Arkansas,Boone County,Brock Pierce,IND,20
Arkansas,Boone County,Don Blankenship,CST,17
Arkansas,Boone County,John Richard Myers,LLP,13
Arkansas,Boone County,Rocky De La Fuente,ALI,12
Arkansas,Boone County,Gloria La Riva,PSL,9
Arkansas,Pulaski County,Joe Biden,DEM,98855
Arkansas,Pulaski County,Donald Trump,REP,62389
Arkansas,Pulaski County,Jo Jorgensen,LIB,1632
Arkansas,Pulaski County,Kanye West,IND,711
Arkansas,Pulaski County,Howie Hawkins,GRN,425
Arkansas,Pulaski County,Phil Collins,PRO,349
Arkansas,Pulaski County,Brock Pierce,IND,286
Arkansas,Pulaski County,Brian Carroll,ASP,229
Arkansas,Pulaski County,Gloria La Riva,PSL,178
Arkansas,Pulaski County,Don Blankenship,CST,129
Arkansas,Pulaski County,John Richard Myers,LLP,119
Arkansas,Pulaski County,Rocky De La Fuente,ALI,93
Arkansas,Pulaski County,Connie Gammon,IND,73
Arkansas,Randolph County,Donald Trump,REP,5327
Arkansas,Randolph County,Joe Biden,DEM,1203
Arkansas,Randolph County,Phil Collins,PRO,84
Arkansas,Randolph County,Jo Jorgensen,LIB,55
Arkansas,Randolph County,Kanye West,IND,35
Arkansas,Randolph County,Don Blankenship,CST,12
Arkansas,Randolph County,Howie Hawkins,GRN,10
Arkansas,Randolph County,Brian Carroll,ASP,9
Arkansas,Randolph County,Gloria La Riva,PSL,9
Arkansas,Randolph County,Connie Gammon,IND,8
Arkansas,Randolph County,Brock Pierce,IND,7
Arkansas,Randolph County,John Richard Myers,LLP,6
Arkansas,Randolph County,Rocky De La Fuente,ALI,4
Arkansas,St. Francis County,Joe Biden,DEM,3571
Arkansas,St. Francis County,Donald Trump,REP,3221
Arkansas,St. Francis County,Brock Pierce,IND,57
Arkansas,St. Francis County,John Richard Myers,LLP,40
Arkansas,St. Francis County,Jo Jorgensen,LIB,37
Arkansas,St. Francis County,Gloria La Riva,PSL,27
Arkansas,St. Francis County,Phil Collins,PRO,22
Arkansas,St. Francis County,Howie Hawkins,GRN,21
Arkansas,St. Francis County,Kanye West,IND,20
Arkansas,St. Francis County,Connie Gammon,IND,15
Arkansas,St. Francis County,Don Blankenship,CST,11
Arkansas,St. Francis County,Rocky De La Fuente,ALI,8
Arkansas,St. Francis County,Brian Carroll,ASP,4
Arkansas,Saline County,Donald Trump,REP,39519
Arkansas,Saline County,Joe Biden,DEM,16042
Arkansas,Saline County,Jo Jorgensen,LIB,595
Arkansas,Saline County,Kanye West,IND,148
Arkansas,Saline County,Phil Collins,PRO,132
Arkansas,Saline County,Howie Hawkins,GRN,117
Arkansas,Saline County,Brock Pierce,IND,111
Arkansas,Saline County,Connie Gammon,IND,60
Arkansas,Saline County,Don Blankenship,CST,54
Arkansas,Saline County,Brian Carroll,ASP,43
Arkansas,Saline County,Rocky De La Fuente,ALI,36
Arkansas,Saline County,John Richard Myers,LLP,28
Arkansas,Saline County,Gloria La Riva,PSL,18
Arkansas,Scott County,Donald Trump,REP,1790
Arkansas,Scott County,Joe Biden,DEM,364
Arkansas,Scott County,Jo Jorgensen,LIB,18
Arkansas,Scott County,Phil Collins,PRO,13
Arkansas,Scott County,Connie Gammon,IND,9
Arkansas,Scott County,Don Blankenship,CST,7
Arkansas,Scott County,John Richard Myers,LLP,5
Arkansas,Scott County,Brock Pierce,IND,4
Arkansas,Scott County,Howie Hawkins,GRN,3
Arkansas,Scott County,Brian Carroll,ASP,2
Arkansas,Scott County,Kanye West,IND,2
Arkansas,Scott County,Rocky De La Fuente,ALI,1
Arkansas,Scott County,Gloria La Riva,PSL,1
Arkansas,Searcy County,Donald Trump,REP,3365
Arkansas,Searcy County,Joe Biden,DEM,587
Arkansas,Searcy County,Jo Jorgensen,LIB,30
Arkansas,Searcy County,Don Blankenship,CST,9
Arkansas,Searcy County,Kanye West,IND,7
Arkansas,Searcy County,Brian Carroll,ASP,5
Arkansas,Searcy County,Howie Hawkins,GRN,4
Arkansas,Searcy County,Connie Gammon,IND,4
Arkansas,Searcy County,Brock Pierce,IND,3
Arkansas,Searcy County,Phil Collins,PRO,2
Arkansas,Searcy County,John Richard Myers,LLP,2
Arkansas,Searcy County,Rocky De La Fuente,ALI,0
Arkansas,Searcy County,Gloria La Riva,PSL,0
Arkansas,Sebastian County,Donald Trump,REP,31024
Arkansas,Sebastian County,Joe Biden,DEM,14371
Arkansas,Sebastian County,Jo Jorgensen,LIB,798
Arkansas,Sebastian County,Kanye West,IND,147
Arkansas,Sebastian County,Howie Hawkins,GRN,96
Arkansas,Sebastian County,Phil Collins,PRO,92
Arkansas,Sebastian County,Brian Carroll,ASP,66
Arkansas,Sebastian County,Don Blankenship,CST,55
Arkansas,Sebastian County,Brock Pierce,IND,53
Arkansas,Sebastian County,Rocky De La Fuente,ALI,38
Arkansas,Sebastian County,Connie Gammon,IND,38
Arkansas,Sebastian County,John Richard Myers,LLP,31
Arkansas,Sebastian County,Gloria La Riva,PSL,29
Arkansas,Sevier County,Donald Trump,REP,3884
Arkansas,Sevier County,Joe Biden,DEM,1116
Arkansas,Sevier County,Jo Jorgensen,LIB,55
Arkansas,Sevier County,Don Blankenship,CST,50
Arkansas,Sevier County,John Richard Myers,LLP,19
Arkansas,Sevier County,Gloria La Riva,PSL,18
Arkansas,Sevier County,Kanye West,IND,17
Arkansas,Sevier County,Brian Carroll,ASP,10
Arkansas,Sevier County,Howie Hawkins,GRN,10
Arkansas,Sevier County,Connie Gammon,IND,8
Arkansas,Sevier County,Phil Collins,PRO,7
Arkansas,Sevier County,Rocky De La Fuente,ALI,7
Arkansas,Sevier County,Brock Pierce,IND,1
Arkansas,Sharp County,Donald Trump,REP,5923
Arkansas,Sharp County,Joe Biden,DEM,1392
Arkansas,Sharp County,Jo Jorgensen,LIB,52
Arkansas,Sharp County,Phil Collins,PRO,36
Arkansas,Sharp County,Howie Hawkins,GRN,29
Arkansas,Sharp County,Brock Pierce,IND,25
Arkansas,Sharp County,Rocky De La Fuente,ALI,23
Arkansas,Sharp County,Don Blankenship,CST,20
Arkansas,Sharp County,Connie Gammon,IND,17
Arkansas,Sharp County,Kanye West,IND,13
Arkansas,Sharp County,Brian Carroll,ASP,6
Arkansas,Sharp County,Gloria La Riva,PSL,5
Arkansas,Sharp County,John Richard Myers,LLP,3
Arkansas,Stone County,Donald Trump,REP,4605
Arkansas,Stone County,Joe Biden,DEM,1173
Arkansas,Stone County,Jo Jorgensen,LIB,47
Arkansas,Stone County,Kanye West,IND,21
Arkansas,Stone County,Don Blankenship,CST,18
Arkansas,Stone County,Howie Hawkins,GRN,18
Arkansas,Stone County,Phil Collins,PRO,9
Arkansas,Stone County,Brock Pierce,IND,9
Arkansas,Stone County,John Richard Myers,LLP,6
Arkansas,Stone County,Rocky De La Fuente,ALI,4
Arkansas,Stone County,Connie Gammon,IND,4
Arkansas,Stone County,Brian Carroll,ASP,3
Arkansas,Stone County,Gloria La Riva,PSL,2
Arkansas,Bradley County,Donald Trump,REP,2332
Arkansas,Bradley County,Joe Biden,DEM,1208
Arkansas,Bradley County,Jo Jorgensen,LIB,32
Arkansas,Bradley County,Kanye West,IND,15
Arkansas,Bradley County,Gloria La Riva,PSL,14
Arkansas,Bradley County,Phil Collins,PRO,10
Arkansas,Bradley County,Brock Pierce,IND,10
Arkansas,Bradley County,Don Blankenship,CST,8
Arkansas,Bradley County,Brian Carroll,ASP,6
Arkansas,Bradley County,Howie Hawkins,GRN,4
Arkansas,Bradley County,John Richard Myers,LLP,4
Arkansas,Bradley County,Connie Gammon,IND,1
Arkansas,Bradley County,Rocky De La Fuente,ALI,0
Arkansas,Union County,Donald Trump,REP,10446
Arkansas,Union County,Joe Biden,DEM,5559
Arkansas,Union County,Jo Jorgensen,LIB,181
Arkansas,Union County,Don Blankenship,CST,74
Arkansas,Union County,Connie Gammon,IND,48
Arkansas,Union County,Brock Pierce,IND,47
Arkansas,Union County,Kanye West,IND,46
Arkansas,Union County,Howie Hawkins,GRN,36
Arkansas,Union County,Gloria La Riva,PSL,36
Arkansas,Union County,Phil Collins,PRO,32
Arkansas,Union County,Brian Carroll,ASP,27
Arkansas,Union County,John Richard Myers,LLP,12
Arkansas,Union County,Rocky De La Fuente,ALI,4
Arkansas,Van Buren County,Donald Trump,REP,5962
Arkansas,Van Buren County,Joe Biden,DEM,1566
Arkansas,Van Buren County,Jo Jorgensen,LIB,53
Arkansas,Van Buren County,Brian Carroll,ASP,22
Arkansas,Van Buren County,Rocky De La Fuente,ALI,22
Arkansas,Van Buren County,Howie Hawkins,GRN,19
Arkansas,Van Buren County,Brock Pierce,IND,17
Arkansas,Van Buren County,Kanye West,IND,14
Arkansas,Van Buren County,Phil Collins,PRO,12
Arkansas,Van Buren County,Don Blankenship,CST,6
Arkansas,Van Buren County,Connie Gammon,IND,5
Arkansas,Van Buren County,Gloria La Riva,PSL,4
Arkansas,Van Buren County,John Richard Myers,LLP,2
Arkansas,Washington County,Donald Trump,REP,47229
Arkansas,Washington County,Joe Biden,DEM,43327
Arkansas,Washington County,Jo Jorgensen,LIB,1404
Arkansas,Washington County,Kanye West,IND,355
Arkansas,Washington County,Howie Hawkins,GRN,310
Arkansas,Washington County,Brian Carroll,ASP,212
Arkansas,Washington County,Gloria La Riva,PSL,128
Arkansas,Washington County,Brock Pierce,IND,110
Arkansas,Washington County,Phil Collins,PRO,105
Arkansas,Washington County,Connie Gammon,IND,105
Arkansas,Washington County,Don Blankenship,CST,95
Arkansas,Washington County,Rocky De La Fuente,ALI,51
Arkansas,Washington County,John Richard Myers,LLP,36
Arkansas,White County,Donald Trump,REP,24057
Arkansas,White County,Joe Biden,DEM,5909
Arkansas,White County,Jo Jorgensen,LIB,394
Arkansas,White County,Kanye West,IND,78
Arkansas,White County,Phil Collins,PRO,64
Arkansas,White County,Howie Hawkins,GRN,40
Arkansas,White County,Don Blankenship,CST,37
Arkansas,White County,Brock Pierce,IND,35
Arkansas,White County,Brian Carroll,ASP,25
Arkansas,White County,Rocky De La Fuente,ALI,16
Arkansas,White County,Gloria La Riva,PSL,12
Arkansas,White County,Connie Gammon,IND,11
Arkansas,White County,John Richard Myers,LLP,11
Arkansas,Woodruff County,Donald Trump,REP,1543
Arkansas,Woodruff County,Joe Biden,DEM,849
Arkansas,Woodruff County,Jo Jorgensen,LIB,14
Arkansas,Woodruff County,John Richard Myers,LLP,12
Arkansas,Woodruff County,Phil Collins,PRO,10
Arkansas,Woodruff County,Kanye West,IND,9
Arkansas,Woodruff County,Brock Pierce,IND,7
Arkansas,Woodruff County,Howie Hawkins,GRN,6
Arkansas,Woodruff County,Connie Gammon,IND,6
Arkansas,Woodruff County,Rocky De La Fuente,ALI,5
Arkansas,Woodruff County,Gloria La Riva,PSL,4
Arkansas,Woodruff County,Don Blankenship,CST,3
Arkansas,Woodruff County,Brian Carroll,ASP,1
Arkansas,Yell County,Donald Trump,REP,5205
Arkansas,Yell County,Joe Biden,DEM,1275
Arkansas,Yell County,Jo Jorgensen,LIB,66
Arkansas,Yell County,Brock Pierce,IND,44
Arkansas,Yell County,Kanye West,IND,26
Arkansas,Yell County,Rocky De La Fuente,ALI,19
Arkansas,Yell County,Gloria La Riva,PSL,17
Arkansas,Yell County,Phil Collins,PRO,14
Arkansas,Yell County,Howie Hawkins,GRN,14
Arkansas,Yell County,Connie Gammon,IND,13
Arkansas,Yell County,Don Blankenship,CST,8
Arkansas,Yell County,Brian Carroll,ASP,5
Arkansas,Yell County,John Richard Myers,LLP,5
Arkansas,Calhoun County,Donald Trump,REP,1609
Arkansas,Calhoun County,Joe Biden,DEM,467
Arkansas,Calhoun County,Jo Jorgensen,LIB,16
Arkansas,Calhoun County,Kanye West,IND,12
Arkansas,Calhoun County,Brock Pierce,IND,9
Arkansas,Calhoun County,Howie Hawkins,GRN,8
Arkansas,Calhoun County,Phil Collins,PRO,6
Arkansas,Calhoun County,Connie Gammon,IND,4
Arkansas,Calhoun County,Brian Carroll,ASP,3
Arkansas,Calhoun County,Rocky De La Fuente,ALI,3
Arkansas,Calhoun County,Don Blankenship,CST,2
Arkansas,Calhoun County,Gloria La Riva,PSL,2
Arkansas,Calhoun County,John Richard Myers,LLP,2
Arkansas,Carroll County,Donald Trump,REP,7352
Arkansas,Carroll County,Joe Biden,DEM,3941
Arkansas,Carroll County,Jo Jorgensen,LIB,99
Arkansas,Carroll County,Howie Hawkins,GRN,47
Arkansas,Carroll County,Kanye West,IND,39
Arkansas,Carroll County,John Richard Myers,LLP,30
Arkansas,Carroll County,Brian Carroll,ASP,28
Arkansas,Carroll County,Don Blankenship,CST,26
Arkansas,Carroll County,Phil Collins,PRO,22
Arkansas,Carroll County,Rocky De La Fuente,ALI,22
Arkansas,Carroll County,Connie Gammon,IND,19
Arkansas,Carroll County,Brock Pierce,IND,9
Arkansas,Carroll County,Gloria La Riva,PSL,5
Arkansas,Chicot County,Joe Biden,DEM,2252
Arkansas,Chicot County,Donald Trump,REP,1750
Arkansas,Chicot County,Kanye West,IND,20
Arkansas,Chicot County,Jo Jorgensen,LIB,17
Arkansas,Chicot County,Brock Pierce,IND,16
Arkansas,Chicot County,Brian Carroll,ASP,8
Arkansas,Chicot County,Gloria La Riva,PSL,7
Arkansas,Chicot County,Don Blankenship,CST,5
Arkansas,Chicot County,Phil Collins,PRO,5
Arkansas,Chicot County,Howie Hawkins,GRN,5
Arkansas,Chicot County,John Richard Myers,LLP,4
Arkansas,Chicot County,Rocky De La Fuente,ALI,2
Arkansas,Chicot County,Connie Gammon,IND,2
California,Fresno County,Joe Biden,DEM,147683
California,Fresno County,Donald Trump,REP,123941
California,Fresno County,Jo Jorgensen,LIB,2537
California,Fresno County,Howie Hawkins,GRN,1016
California,Fresno County,Rocky De La Fuente,ALI,710
California,Fresno County,Gloria La Riva,PSL,459
California,Fresno County, Write-ins,WRI,241
California,Glenn County,Donald Trump,REP,6139
California,Glenn County,Joe Biden,DEM,3315
California,Glenn County,Jo Jorgensen,LIB,100
California,Glenn County,Gloria La Riva,PSL,30
California,Glenn County,Howie Hawkins,GRN,28
California,Glenn County,Rocky De La Fuente,ALI,26
California,Humboldt County,Joe Biden,DEM,28123
California,Humboldt County,Donald Trump,REP,12208
California,Humboldt County,Jo Jorgensen,LIB,495
California,Humboldt County,Howie Hawkins,GRN,280
California,Humboldt County,Gloria La Riva,PSL,148
California,Humboldt County,Rocky De La Fuente,ALI,121
California,Imperial County,Joe Biden,DEM,25109
California,Imperial County,Donald Trump,REP,10300
California,Imperial County,Jo Jorgensen,LIB,220
California,Imperial County,Gloria La Riva,PSL,162
California,Imperial County,Rocky De La Fuente,ALI,152
California,Imperial County,Howie Hawkins,GRN,128
California,Imperial County, Write-ins,WRI,13
California,Inyo County,Joe Biden,DEM,3894
California,Inyo County,Donald Trump,REP,3393
California,Inyo County,Jo Jorgensen,LIB,96
California,Inyo County,Howie Hawkins,GRN,35
California,Inyo County,Rocky De La Fuente,ALI,20
California,Inyo County,Gloria La Riva,PSL,13
California,Kern County,Donald Trump,REP,71254
California,Kern County,Joe Biden,DEM,69278
California,Kern County,Jo Jorgensen,LIB,1560
California,Kern County,Howie Hawkins,GRN,479
California,Kern County,Rocky De La Fuente,ALI,466
California,Kern County,Gloria La Riva,PSL,449
California,Kings County,Donald Trump,REP,21779
California,Kings County,Joe Biden,DEM,16618
California,Kings County,Jo Jorgensen,LIB,521
California,Kings County,Rocky De La Fuente,ALI,157
California,Kings County,Gloria La Riva,PSL,150
California,Kings County,Howie Hawkins,GRN,108
California,Lake County,Joe Biden,DEM,6874
California,Lake County,Donald Trump,REP,3955
